,recency,history,mens,womens,zip_code,newbie,channel,treatment,visit,llm_post,Extraversion,Agreeableness,Conscientiousness,Neuroticism,Openness
443,1.0,742.87,1,1,,1,0,2,1,"""Just spent a quiet evening going over my online shopping habits from the past year. It's only been a month since my last purchase, and in total, I've spent $742.87. I've been pretty diverse in my shopping, buying both men's and women's merchandise. 🛍️ Interestingly, I was a newbie to this site just a year ago!

Living in the city 🏙️, I usually prefer to avoid crowded malls, so I've done all my shopping over the phone. 📞 I'm not one to fall for marketing emails, so I didn't really pay any mind to the one I got from the website. But, strangely enough, I found myself visiting the website anyways. 😅

I know, I can be a bit of a worrywart, but I love exploring new things and I'm generally a pretty agreeable person. I'm meticulous about my purchases, always careful to get the best deal. It's my conscientiousness showing, I guess. 🤷‍♂️

Here's to another year of mindful, diverse shopping! 🥂 #OnlineShopping #LifeInTheCity""",Low,High,High,High,High
444,6.0,181.91,1,0,2.0,0,0,2,0,"Just reflecting on my online shopping habits over the past year, I feel so organized, almost a tad neurotic, about keeping track of all my purchases! It's been 6 months since my last one – a men's item, purchased over the phone no less! I've spent a total of $181.91 over the year. As a long-time customer living in a rural area, I appreciate the peace and quiet. Even when I received no marketing emails from them, I didn't feel the need to visit their website. I guess you could say I'm not the most outgoing or adventurous shopper, but I believe in being kind and conscientious in my spending habits. #OnlineShopping #RuralLife #ConsciousConsumer",Low,High,High,High,Low
445,1.0,630.53,1,1,1.0,1,1,0,0,"Just thought I'd share a bit about my online shopping habits over the past year. 🛍️ Bought some stuff from both men's and women's sections, spent a total of $630.53. I'm fairly new to online shopping, started only last year. Did all my shopping from the comfort of my suburban home via the web. 🏡 Received an email about some women's merchandise, but didn't really feel like checking it out. Haven't made another purchase for about a month now. Not big on sharing, but there you have it. #OnlineShopping",Low,Low,Low,Low,Low
446,1.0,29.99,0,1,1.0,1,0,0,0,"Just made my first online purchase about a month ago! 💸 I'm a total sucker for women's merch, spent a cool $29.99. 😎 Got this marketing email for more women's stuff, but didn't really bother to check out the site. 🤷‍♀️ I'm a phone person when it comes to shopping, none of that web stuff for me. Oh, and I'm living the suburban life, baby! 🏡 #OnlineShopping #Newbie #SuburbanLife",High,Low,Low,Low,High
447,9.0,153.46,0,1,2.0,1,0,1,0,"""Hey everyone! 🙋‍♀️ So, it's been quite a while since my last purchase, a whole 9 months! 😱 I guess time flies when you're having fun! 😄 I've spent around $153.46 in the past year, mostly on women's merchandise because, well, who doesn't love a good shopping spree? 🛍️💃

I moved to a rural area recently, quite a change from the hustle and bustle of the city but I'm loving the tranquility! 🌳🌾 And guess what? I am still a newbie to online shopping, can you believe it? 🤷‍♀️ But oh, the comfort of shopping from home, simply on a phone call, is unmatched! 📞💖

I received a marketing email about men's merchandise recently, quite intriguing, but I must confess, I didn't visit the website this time. 🙈 Maybe next time, who knows? 😉

I hope you are all keeping safe and sound! Let's catch up soon! 💕 #LifeUpdate #OnlineShopping #RuralLife""",High,High,High,High,High
448,2.0,219.18,1,0,2.0,0,0,2,0,"""Just a quick update. Made a purchase a couple of months ago, spent about $219.18 on men's stuff. Did it over the phone, old school, I know. I live in a rural area, in case anyone cares. Been shopping there for a while now. They tried to market to me, but I didn't get any emails. Didn't bother visiting their website afterwards. That's all. #OnlineShopping""",Low,Low,Low,Low,Low
449,9.0,274.29,1,0,2.0,0,1,2,0,"""Hey all! 😎 Can't believe it's been 9 months since I last bought that awesome men's gear from my favorite online store! Living in this beautiful rural place does give one a unique style, you know. 😉 I've been a loyal customer for over a year now, and I love surfing the web for my purchases. 🏄‍♂️ 

A little birdie told me they ran a marketing campaign recently, but guess what? No email for me! Not that I mind too much, I haven't even visited their website recently. 😅 Anyway, gotta go, keep shining bright, people! 🌟 #OnlineShopping #RuralLife""",High,High,Low,Low,Low
450,11.0,29.99,0,1,2.0,0,0,1,1,"Hey everyone! You know me, I'm never one to let a good deal slip by! So, it's been almost a year since my last purchase (11 months to be exact). I'm a bit of a bargain hunter, if I do say so myself, and only spent $29.99 over the past year. 

Now you may remember I live out here in the sticks, way out in a rural area, far from the madding crowd. And guess what, I've been shopping at this online store for a while now, so I'm not exactly a newbie. 

My last purchase? Oh, it was a little something for the ladies in my life. And yes, I did it the old-fashioned way - over the phone! Can you believe it? 

Then, out of the blue, I get this marketing email about men's merchandise. Talk about off target! But, being the curious cat that I am, I still went and visited their website. 

Anyway, just thought I'd share my shopping exploits with you all. You know me, I'm always up for a chat! 📞🛍️ #OnlineShopping #BargainHunter",High,Low,High,High,Low
451,5.0,65.72,1,0,2.0,0,1,1,0,"Just a quiet reflection over a cup of tea... It's been about 5 months since my last online purchase. Nothing too grand, spent around $65.72 on men's merchandise (not that I'm bragging) - living out here in the rural areas does limit the shopping options, you know. Interestingly, I'm not new to the online shopping scene, quite a pro if I may say so, mostly prefer to do my shopping on the web. 

I did receive an email about a marketing campaign for men's merchandise, but I must confess, it didn't really pique my interest so I didn't visit the site. I know, I know, I should probably be more open to these things, but sometimes anxiety takes the better of me. Anyway, hope you all are keeping well. Remember, shopping is not a race, so take your time and choose wisely. Cheers! 🍵
",Low,High,High,High,Low
452,7.0,693.53,1,1,2.0,1,2,2,0,"""Just a little update for those who might care. It's been 7 long months since my last online shopping spree, where I spent a whopping $693.53 on both men's and women's items. I live out in the country, and being relatively new to this online shopping thing, I used multiple channels to make my purchases. But guess what? I didn't even get a marketing email from them. Not that I would have visited the site even if I had received one. I guess I'm just too much of a loner to be bothered with such things. On the other hand, my curious nature keeps me open to new online shopping experiences. #OnlineShopping #RuralLife""",Low,Low,Low,Low,High
453,10.0,86.97,1,0,2.0,1,1,0,0,"Hey there, beautiful people! 🙌🎉 It's been quite a while since I last bought something online, about 10 months to be precise. I've spent a good $86.97 over the past year, and I must say, their men's merchandise is just amazing! I'm usually a newbie when it comes to online shopping, and this has been quite an adventure. 🌍💻

I live in a serene rural area (The peace and quiet here is just heavenly! 😌🌳) and I usually prefer shopping on the web. I recently received a marketing email from them about women's merchandise. It's always great to stay informed, right? 💡👗 But, I didn't get a chance to visit their website, maybe I'll do that soon. 

Stay positive, fellow shoppers! Remember, every purchase is a chance for a new adventure! 🛍️💖#OnlineShopping #NewAdventures",High,High,High,High,Low
454,1.0,96.38,0,1,,0,1,2,0,"""Hey there, beautiful people! 🎉 Just a quick update on my online shopping spree! Last month I made a neat little purchase from my favorite website. Spent a decent 96 bucks there. 🛍️ Yup, bought some cool women's merch.👠

Now, just to clear the air, I’m no newbie! Been a loyal customer for quite some time and always prefer shopping online. 🌐 Just love the convenience it offers. I didn’t get any marketing emails this time around, not sure why. 🤔 Also, didn’t visit their website after my recent purchase. 

P.S. To all the marketers out there, in the future, do remember to include me in your campaigns! I promise I won't bite! 😂""

#OnlineShopping #LoyalCustomer #WomensFashion #DigitalWorld #ShoppingSpree
",High,Low,High,High,High
